KILL FILE (touch to halt): C:\Users\fycin\m15-claude-independent\live\PTT_KILL
MODE: *** LIVE ***   qty=11
{"ev": "start", "utc": "2026-08-04T06:08:15.163184+00:00", "dry_run": false, "qty": 11, "kill": "C:\\Users\\fycin\\m15-claude-independent\\live\\PTT_KILL", "take_after_s": 120}
{"ev": "heartbeat", "utc": "2026-08-04T06:10:47.043656+00:00", "resting": 0, "orders": 0, "entered": 0, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:10:52.282472+00:00", "resting": 0, "orders": 0, "entered": 0, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:10:57.396486+00:00", "resting": 0, "orders": 0, "entered": 0, "gross": 0.0}
{"ev": "signal", "utc": "2026-08-04T06:11:02.618316+00:00", "ticker": "KXSOL15M-26AUG040215-15", "minute": 11, "side": "yes", "fav_mid": 0.923, "bid": 0.921, "ask": 0.925, "post_at": 0.922}
{"ev": "order", "utc": "2026-08-04T06:11:02.665745+00:00", "ticker": "KXSOL15M-26AUG040215-15", "side": "yes", "v2_side": "bid", "price": 0.922, "v2_price": 0.922, "qty": 11, "post_only": true, "status": 201, "immediate_fill": "0.00", "remaining": "11.00", "resp": "{'client_order_id': 'ptt1785823862618', 'fill_count': '0.00', 'order_id': '6a739a6d-fe3d-4671-8540-266568ea6f10', 'remaining_count': '11.00', 'ts_ms': 1785823864258}"}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:02.775849+00:00", "resting": 1, "orders": 1, "entered": 1, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:08.106894+00:00", "resting": 1, "orders": 1, "entered": 1, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:13.374311+00:00", "resting": 1, "orders": 1, "entered": 1, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:18.739797+00:00", "resting": 1, "orders": 1, "entered": 1, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:24.137172+00:00", "resting": 1, "orders": 1, "entered": 1, "gross": 10.14}
{"ev": "signal", "utc": "2026-08-04T06:11:29.235696+00:00", "ticker": "KXBTC15M-26AUG040215-15", "minute": 11, "side": "yes", "fav_mid": 0.923, "bid": 0.919, "ask": 0.927, "post_at": 0.92}
{"ev": "order", "utc": "2026-08-04T06:11:29.282662+00:00", "ticker": "KXBTC15M-26AUG040215-15", "side": "yes", "v2_side": "bid", "price": 0.92, "v2_price": 0.92, "qty": 11, "post_only": true, "status": 201, "immediate_fill": "0.00", "remaining": "11.00", "resp": "{'client_order_id': 'ptt1785823889235', 'fill_count': '0.00', 'order_id': '0079931b-c56d-459e-8dc3-b91becd9f92d', 'remaining_count': '11.00', 'ts_ms': 1785823890877}"}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:29.452817+00:00", "resting": 2, "orders": 2, "entered": 2, "gross": 20.26}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:34.739739+00:00", "resting": 2, "orders": 2, "entered": 2, "gross": 20.26}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:39.982555+00:00", "resting": 2, "orders": 2, "entered": 2, "gross": 20.26}
{"ev": "signal", "utc": "2026-08-04T06:11:45.230885+00:00", "ticker": "KXDOGE15M-26AUG040215-15", "minute": 11, "side": "yes", "fav_mid": 0.9085, "bid": 0.901, "ask": 0.916, "post_at": 0.902}
{"ev": "order", "utc": "2026-08-04T06:11:45.278098+00:00", "ticker": "KXDOGE15M-26AUG040215-15", "side": "yes", "v2_side": "bid", "price": 0.902, "v2_price": 0.902, "qty": 11, "post_only": true, "status": 201, "immediate_fill": "0.00", "remaining": "11.00", "resp": "{'client_order_id': 'ptt1785823905230', 'fill_count': '0.00', 'order_id': '4402a0ce-8680-4b3c-b5c6-41ba758f732c', 'remaining_count': '11.00', 'ts_ms': 1785823906869}"}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:45.278098+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:50.377202+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:11:55.507051+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:00.714378+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:05.826977+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:10.939403+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:16.057248+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:21.201489+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:26.312505+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:31.423982+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:36.695251+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:41.809850+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:46.939145+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:52.069100+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:12:57.182024+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:02.294232+00:00", "resting": 3, "orders": 3, "entered": 3, "gross": 30.18}
{"ev": "cancel_for_promote", "utc": "2026-08-04T06:13:07.392703+00:00", "oid": "6a739a6d-fe3d-4671-8540-266568ea6f10", "ticker": "KXSOL15M-26AUG040215-15", "status": 404, "unfilled": 0, "filled": 11}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:07.549724+00:00", "resting": 2, "orders": 3, "entered": 3, "gross": 20.04}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:12.676507+00:00", "resting": 2, "orders": 3, "entered": 3, "gross": 20.04}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:17.774857+00:00", "resting": 2, "orders": 3, "entered": 3, "gross": 20.04}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:23.043329+00:00", "resting": 2, "orders": 3, "entered": 3, "gross": 20.04}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:28.141570+00:00", "resting": 2, "orders": 3, "entered": 3, "gross": 20.04}
{"ev": "cancel_for_promote", "utc": "2026-08-04T06:13:33.240814+00:00", "oid": "0079931b-c56d-459e-8dc3-b91becd9f92d", "ticker": "KXBTC15M-26AUG040215-15", "status": 404, "unfilled": 0, "filled": 11}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:33.303458+00:00", "resting": 1, "orders": 3, "entered": 3, "gross": 9.92}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:38.496341+00:00", "resting": 1, "orders": 3, "entered": 3, "gross": 9.92}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:43.609739+00:00", "resting": 1, "orders": 3, "entered": 3, "gross": 9.92}
{"ev": "cancel_for_promote", "utc": "2026-08-04T06:13:48.692919+00:00", "oid": "4402a0ce-8680-4b3c-b5c6-41ba758f732c", "ticker": "KXDOGE15M-26AUG040215-15", "status": 404, "unfilled": 0, "filled": 11}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:48.755570+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:53.948385+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:13:59.048714+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:04.161362+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:09.289623+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:14.451269+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:19.581709+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:24.724890+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:29.823068+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:34.943418+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:40.060896+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:45.194211+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:50.336474+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:14:55.451150+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:00.567701+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:05.670270+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:10.793180+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:15.952123+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:21.058365+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:26.166233+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:31.260946+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:36.374626+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:41.503434+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:46.682745+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:51.792802+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:15:56.993875+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:02.094983+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:07.214357+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:12.322698+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:17.437041+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:22.740795+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:27.855754+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:32.952208+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:38.096367+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:43.287286+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:48.400320+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:53.641440+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:16:58.757197+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:03.879596+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:08.991030+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:14.088576+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:19.216115+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:24.317320+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:29.510830+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:34.627038+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:39.738302+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:44.936205+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:50.044700+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:17:55.142086+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:00.257678+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:05.370127+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:10.482153+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:15.610229+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:20.728587+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:25.825286+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:30.967278+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:36.081072+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:41.177729+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:46.294721+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:51.407566+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:18:56.531204+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:01.709503+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:06.823023+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:11.987996+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:17.282613+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:22.395236+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:27.506152+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:32.607105+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:37.722146+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:42.846986+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:48.024510+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:53.145718+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:19:58.246421+00:00", "resting": 0, "orders": 3, "entered": 3, "gross": 0.0}
{"ev": "signal", "utc": "2026-08-04T06:20:03.745302+00:00", "ticker": "KXDOGE15M-26AUG040230-30", "minute": 5, "side": "yes", "fav_mid": 0.924, "bid": 0.921, "ask": 0.927, "post_at": 0.922}
{"ev": "order", "utc": "2026-08-04T06:20:03.792557+00:00", "ticker": "KXDOGE15M-26AUG040230-30", "side": "yes", "v2_side": "bid", "price": 0.922, "v2_price": 0.922, "qty": 11, "post_only": true, "status": 201, "immediate_fill": "0.00", "remaining": "11.00", "resp": "{'client_order_id': 'ptt1785824403746', 'fill_count': '0.00', 'order_id': 'f180225b-df38-43a6-b866-cd639e4fbc75', 'remaining_count': '11.00', 'ts_ms': 1785824405391}"}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:03.793960+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:09.093912+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:14.373870+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:19.690389+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:25.007782+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:30.288842+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:35.569606+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:40.874786+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:46.168762+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:51.467607+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:20:56.821514+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:01.936536+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:07.052500+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:12.177405+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:17.336412+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:22.608420+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:27.720418+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:32.844291+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:38.082058+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:43.203838+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:48.313686+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:53.509378+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "heartbeat", "utc": "2026-08-04T06:21:58.634271+00:00", "resting": 1, "orders": 4, "entered": 4, "gross": 10.14}
{"ev": "cancel_for_promote", "utc": "2026-08-04T06:22:03.731197+00:00", "oid": "f180225b-df38-43a6-b866-cd639e4fbc75", "ticker": "KXDOGE15M-26AUG040230-30", "status": 404, "unfilled": 0, "filled": 11}
{"ev": "signal", "utc": "2026-08-04T06:22:03.843296+00:00", "ticker": "KXETH15M-26AUG040230-30", "minute": 7, "side": "yes", "fav_mid": 0.914, "bid": 0.91, "ask": 0.918, "post_at": 0.911}
{"ev": "order", "utc": "2026-08-04T06:22:03.906464+00:00", "ticker": "KXETH15M-26AUG040230-30", "side": "yes", "v2_side": "bid", "price": 0.911, "v2_price": 0.911, "qty": 11, "post_only": true, "status": 201, "immediate_fill": "0.00", "remaining": "11.00", "resp": "{'client_order_id': 'ptt1785824523843', 'fill_count': '0.00', 'order_id': '3fc4046c-6ee8-492b-a4a1-19b85c739d4d', 'remaining_count': '11.00', 'ts_ms': 1785824525511}"}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:04.112273+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:09.397268+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:14.653296+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:19.902014+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:25.156209+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:30.406286+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:35.712736+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
